Song,Year,ID,Artists,Duration,Popularity,Danceability,Speechiness,Valence
A Thousand Years,2012,6lanRgr6wXibZr8KgzXxBl,Christina Perri,285120,82,0.421,0.0267,0.161
Take a Little Ride,2012,2o5mwv7hvas1jdUg14Nihv,Jason Aldean,187613,59,0.472,0.0413,0.775
You da One,2012,3Yt9lRtS5V4nbJnwcgFgvC,Rihanna,200013,75,0.702,0.0425,0.863
We Run the Night,2012,0mtPNQl5vePVwiI9Vykp7L,Havana Brown,228200,54,0.697,0.144,0.703
It's Time,2012,6BtmXhTJMM9sBTHeYYASGz,Imagine Dragons,237986,67,0.656,0.0372,0.86
Cashin' Out,2012,1POAx4NMLOBPVKZUSsBh92,Ca$h Out,238760,58,0.831,0.0711,0.663
I Don't Want This Night to End,2012,7c1KTn1z8Gw8ouYdcF4qaG,Luke Bryan,219973,72,0.616,0.0278,0.375
Diamonds,2012,1z9kQ14XBSN0r2v6fx4IdG,Rihanna,225146,76,0.564,0.0461,0.393
Hard to Love,2012,6E9V9TRlVOLjenGjHemzEH,Lee Brice,224293,70,0.638,0.0332,0.469
Somethin' 'Bout a Truck,2012,6Ymvlzom4TQeoKqAWsZRD8,Kip Moore,213826,69,0.554,0.035,0.79
Adorn,2012,25cUhiAod71TIQSNicOaW3,Miguel,193146,70,0.625,0.175,0.235
Fly Over States,2012,17X2tSzibD9n9QRjdExcWT,Jason Aldean,218200,65,0.487,0.0326,0.184
Even If It Breaks Your Heart,2012,0Nu9WA8kEbBWEsay2s8Q0U,Eli Young Band,220520,68,0.495,0.0351,0.574
Burn It Down,2012,09hVlIVHtEE1nLUv6YGZiW,Parker McCollum,233869,69,0.461,0.0666,0.334
Thrift Shop,2013,6CjtS2JZH9RkDz5UVInsa9,Macklemore & Ryan Lewis,235613,80,0.781,0.293,0.665
Blurred Lines,2013,0n4bITAu0Y0nigrz3MFJMb,Robin Thicke,263826,76,0.853,0.0411,0.843
Radioactive,2013,4G8gkOterJn0Ywt6uhqbhp,Imagine Dragons,186813,74,0.448,0.0627,0.236
Harlem Shake,2013,01XFgRZfZI7oBagNf1Loml,Baauer,196664,57,0.452,0.0483,0.282
Can't Hold Us,2013,22skzmqfdWrjJylampe0kt,Macklemore & Ryan Lewis,258431,85,0.633,0.0839,0.88
Mirrors,2013,4rHZZAmHpZrA3iH5zx8frV,Justin Timberlake,484146,81,0.574,0.0503,0.512
Just Give me A Reason,2013,1mKXFLRA179hdOWQBwUk9e,P!nk,242733,83,0.778,0.0489,0.441
When I Was Your Man,2013,0nJW01T7XtvILxQgC5J7Wh,Bruno Mars,213826,88,0.612,0.0434,0.387
Cruise,2013,0i5el041vd6nxrGEU8QRxy,Florida Georgia Line,208960,73,0.457,0.0354,0.878
Roar,2013,27tNWlhdAryQY04Gb2ZhUI,Katy Perry,223546,79,0.671,0.0316,0.436
Locked Out of Heaven,2013,3w3y8KPTfNeOKPiqUTakBh,Bruno Mars,233478,90,0.726,0.0431,0.867
Ho Hey,2013,0W4Kpfp1w2xkY3PrV714B7,The Lumineers,163133,77,0.685,0.0304,0.353
Stay,2013,789CxjEOtO76BVD1A9yJQH,Rihanna,240706,73,0.621,0.0283,0.125
Get Lucky,2013,2Foc5Q5nqNiosCNqttzHof,Daft Punk,248413,81,0.794,0.038,0.862
Royals,2013,2dLLR6qlu5UJ5gk0dKz0h3,Lorde,190185,81,0.674,0.122,0.337
I Knew You Were Trouble,2013,6FB3v4YcR57y4tXFcdxI1E,Taylor Swift,219720,80,0.622,0.0363,0.679
We Can't Stop,2013,2y4lAQpi5VTNLu2ldeTdUH,Miley Cyrus,231240,80,0.613,0.0334,0.484
Wrecking Ball,2013,2vwlzO0Qp8kfEtzTsCXfyE,Miley Cyrus,221360,81,0.53,0.0342,0.349
Wake Me Up,2013,0nrRP2bk19rLc0orkWPQk2,Avicii,247426,87,0.532,0.0523,0.643
Suit & Tie,2013,6vt0I1cw1YmAIKDJvHVIM5,Justin Timberlake,326280,68,0.795,0.219,0.357
Cups (Pitch Perfect's When I'm Gone),2013,6mH3qVIeOsnQIAho5eWwhH,Anna Kendrick,128013,62,0.878,0.077,0.79
Holy Grail,2013,37jTPJgwCCmIGMPB45jrPV,JAY-Z,338413,63,0.676,0.0831,0.156
Scream & Shout,2013,2iJuuzV8P9Yz0VSurttIV5,will.i.am,283400,79,0.772,0.0696,0.501
Clarity,2013,60wwxj6Dd9NJlirf84wr2c,Zedd,271426,76,0.509,0.072,0.176
Sail,2013,7ueP5u2qkdZbIPN2YA6LR0,AWOLNATION,259093,75,0.826,0.0558,0.272
Don't You Worry Child,2013,2V65y3PX4DkRhy1djlxd9p,Swedish House Mafia,212862,83,0.612,0.0509,0.438
Diamonds,2013,1z9kQ14XBSN0r2v6fx4IdG,Rihanna,225146,76,0.564,0.0461,0.393
I Love It,2013,6HZ9VeI5IRFCNQLXhpF4bq,Icona Pop,157152,71,0.711,0.0284,0.824
Safe and Sound,2013,6Z8R6UsFuGXGtiIxiD8ISb,Capital Cities,192789,84,0.655,0.0316,0.766
Treasure,2013,55h7vJchibLdUkxdlX3fK7,Bruno Mars,178560,83,0.874,0.0431,0.937
The Way,2013,2eAZfqOm4EnOF9VvN50Tyc,Lil Uzi Vert,221746,82,0.703,0.05,0.696
Started from the Bottom,2013,5DI9jxTHrEiFAhStG7VA8E,Drake,174133,69,0.793,0.156,0.579
Come & Get It,2013,4P5KoWXOxwuobLmHXLMobV,Nirvana,218920,78,0.5,0.0388,0.539
"Hold On, We're Going Home",2013,2aSC2xhRxOLiiZZVjhbylH,Drake,227880,74,0.777,0.0946,0.287
Daylight,2013,1odExI7RdWc4BT515LTAwj,David Kushner,212953,94,0.508,0.0335,0.324
Feel This Moment,2013,0Hf4aIJpsN4Os2f0y0VqWl,Pitbull,229506,79,0.673,0.158,0.542
Applause,2013,5ka2ajep9OAvU5Sgduhiex,Lady Gaga,212333,77,0.669,0.053,0.738
One More Night,2013,4XNrMwGx1SqP01sqkGTDmo,Maroon 5,219466,72,0.718,0.0323,0.613
Love Me,2013,2XHzzp1j4IfTNp1FTn7YFg,Lil Wayne,255053,84,0.669,0.0327,0.496
My Songs Know What You Did in the Dark (Light Em Up),2013,2E43WFS4rRc09za2r2GmZl,Fall Out Boy,186826,76,0.558,0.064,0.567
Fuckin' Problems,2013,4X5f3vT8MRuXF68pfjNte5,A$AP Rocky,233786,77,0.853,0.275,0.662
Beauty and a Beat,2013,190jyVPHYjAqEaOGmMzdyk,Justin Bieber,227986,82,0.602,0.0593,0.526
Same Love,2013,01uqI4H13Gsd8Lyl1EYd8H,Macklemore & Ryan Lewis,318525,63,0.688,0.167,0.299
Sweet Nothing,2013,0wavGRldH0AWyu2zvTz8zb,Taylor Swift,188496,76,0.337,0.0518,0.39
Summertime Sadness,2013,1Ist6PR2BZR3n2z2Y5R6S1,Lana Del Rey,264773,77,0.566,0.0335,0.22
Home,2013,4iz9lGMjU1lXS51oPmUmTe,Kanye West,203493,82,0.667,0.189,0.918
It's Time,2013,6BtmXhTJMM9sBTHeYYASGz,Imagine Dragons,237986,67,0.656,0.0372,0.86
Power Trip,2013,2uwnP6tZVVmTovzX5ELooy,J. Cole,241160,78,0.667,0.216,0.475
Girl on Fire,2013,4esOae7i4rqTbAu9o5Pxco,Alicia Keys,224920,78,0.482,0.0607,0.144
Heart Attack,2013,1V6gIisPpYqgFeWbMLI0bA,Demi Lovato,210840,81,0.504,0.104,0.502
Love Somebody,2013,0HnaqUxvHP5LaWdmWwJpiS,Maroon 5,229813,59,0.675,0.0368,0.395
I Will Wait,2013,1fXiYSWmkKJfRKMegCkI11,Mumford & Sons,276720,70,0.478,0.0331,0.452
Try,2013,4ROknQyR1wOGPfmpTtB3z4,Jason Aldean,180033,77,0.459,0.0529,0.333
Wagon Wheel,2013,3xdjjKMcMOFgo1eQrfbogM,Darius Rucker,298373,80,0.537,0.0296,0.574
Gangnam Style,2013,03UrZgTINDqvnUMbbIMhql,PSY,219493,74,0.727,0.286,0.749
I Need Your Love,2013,05SBRd4fXgn8FX7bf8BCAE,Calvin Harris,234506,73,0.695,0.0483,0.58
Die Young,2013,7EQGXaVSyEDsCWKmUcfpLk,Kesha,211920,79,0.711,0.046,0.801
Some Nights,2013,6t6oULCRS6hnI7rm0h5gwl,fun.,277040,70,0.672,0.0506,0.392
Bad,2013,3IX0yuEVvDbnqUwMBB3ouC,Olivia Rodrigo,184783,92,0.627,0.0955,0.748
Boys 'Round Here,2013,39FwE8edwuyiaa4PrGBkP7,Blake Shelton,288760,69,0.611,0.0529,0.649
"Gone, Gone, Gone",2013,56sxN1yKg1dgOZXBcAHkJG,Phillip Phillips,209693,73,0.664,0.038,0.501
Demons,2013,3LlAyCYU26dvFZBDUIMb7a,Imagine Dragons,175200,75,0.505,0.0321,0.428
Counting Stars,2013,2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,257265,87,0.664,0.0382,0.477
I Cry,2013,4bZd0nRuX8HyjeXAUBczvm,Flo Rida,223800,66,0.693,0.0439,0.763
Little Talks,2013,2ihCaVdNZmnHZWt0fvAM7B,Of Monsters and Men,266600,80,0.457,0.032,0.417
The Other Side,2013,2cKovq3l6OJjhVVDbVKOsr,Hugh Jackman,214373,72,0.638,0.302,0.31
Berzerk,2013,6Xk7PnitV9jCRorWt2LiVZ,Eminem,238746,65,0.739,0.333,0.684
Catch My Breath,2013,5qxPabNDnJQ551Tf4v6k3j,Kelly Clarkson,250386,54,0.692,0.0677,0.513
Crash My Party,2013,6GBUsjHfZuweYf5lQEz6mP,Luke Bryan,234760,63,0.526,0.0421,0.414
Pour It Up,2013,76VtA90NKurNqaQpV126Ue,Rihanna,161200,69,0.785,0.0419,0.39
22,2013,3yII7UwgLF6K5zW3xad3MP,Taylor Swift,230960,78,0.642,0.0281,0.642
I Want Crazy,2013,4FkgULes13bk2eHrsJg4q9,Hunter Hayes,236865,64,0.562,0.0387,0.558
The Fox (What Does the Fox Say?),2013,5HOpkTTVcmZHnthgyxrIL8,Ylvis,213708,65,0.703,0.0453,0.546
Best Song Ever,2013,5T7ZFtCcOgkpjxcuaeZbw0,One Direction,200106,77,0.652,0.0465,0.486
The A Team,2013,42mMgrEsL7vT4U2QC8HIrA,Ed Sheeran,258372,0,0.642,0.0366,0.408
Carry On,2013,4DMKwE2E2iYDKY01C335Uw,Kansas,323000,77,0.482,0.032,0.793
Highway Don't Care,2013,4wFUdSCer8bdQsrp1M90sa,Tim McGraw,276880,68,0.47,0.039,0.495
That's My Kind of Night,2013,5HGibWoxnkYSkl6mHmAlOE,Luke Bryan,190186,75,0.661,0.0481,0.875
Swimming Pools (Drank),2013,6REbwUNlppTfcnV4d4ZoZi,Kendrick Lamar,247800,80,0.577,0.277,0.189
Sure Be Cool If You Did,2013,5yIiXdLRE85OBiQmCaUenq,Blake Shelton,215720,60,0.576,0.035,0.582
#Beautiful,2013
Troublemaker,2013,6s8nHXTJVqFjXE4yVZPDHR,Olly Murs,185586,75,0.762,0.0561,0.965
Body Party,2013,0rFZaQ4crlGAzuCjWCQ2xu,Ciara,234040,67,0.577,0.0563,0.12
Adorn,2013,25cUhiAod71TIQSNicOaW3,Miguel,193146,70,0.625,0.175,0.235
Hall of Fame,2013,1X1DWw2pcNZ8zSub3uhlNz,The Script,202533,70,0.421,0.0564,0.629
Let Me Love You (Until You Learn to Love Yourself),2013,4kte3OcW800TPvOVgrLLj8,Ne-Yo,251626,69,0.658,0.0393,0.248
U.O.E.N.O.,2013,0HFrCOmhCYXlv4NdEwRAuj,Rocko,260276,59,0.422,0.323,0.654
Next to Me,2013,31VOknKjFrEX47bZXzqcoF,Imagine Dragons,230288,71,0.301,0.0623,0.384
Mama's Broken Heart,2013,2mXsZsJBThTaJXbNcg5QD4,Miranda Lambert,177773,69,0.768,0.0616,0.748
It Goes Like This,2013,6GsAD8PgHxmEuIPTG8GP3M,Thomas Rhett,186080,66,0.543,0.0608,0.506
Bugatti,2013,08ljt6NCNAgewQaMya1URa,Ace Hood,269266,64,0.6,0.0545,0.0663
Wanted,2013,0p1BcEcYVO3uk4KDf3gzkY,Hunter Hayes,228840,68,0.421,0.0298,0.3
Downtown,2013,3Ga6eKrUFf12ouh9Yw3v2D,Anitta,193456,74,0.775,0.135,0.619
Get Your Shine On,2013,6s9ICeczYOfbHHIaSMq9jd,Florida Georgia Line,222013,62,0.497,0.0371,0.607
#thatPower,2013
Brave,2013,6Uy6K3KdmUdAfelUp0SeXn,Sara Bareilles,220573,70,0.551,0.0524,0.758
Let Her Go,2013,1KxwZYyzWNyZSRyErj2ojT,Passenger,252733,76,0.479,0.0688,0.243
Runnin' Outta Moonlight,2013,6enPOmd3vSFpI4jjms8kXN,Randy Houser,193773,67,0.526,0.0393,0.769
I'm Different,2013,6J5sxraPPZ4b0CVOGAgpXj,2 Chainz,207040,58,0.936,0.0615,0.704
Still Into You,2013,1yjY7rpaAQvKwpdUliHx0d,Paramore,216013,81,0.602,0.044,0.765
