Song,Year,ID,Artists,Duration,Popularity,Danceability,Speechiness,Valence
Let Me Love You,2016,0lYBSQXN6rCTvUZvg9S0lU,DJ Snake,205946,84,0.649,0.0349,0.163
Don't Mind,2016,27PmvZoffODNFW2p7ehZTQ,Kent Jones,198236,65,0.464,0.336,0.69
H.O.L.Y.,2016,0BCy325UZyR9z0t0uxwn2N,Florida Georgia Line,194186,69,0.523,0.0327,0.564
We Don't Talk Anymore,2016,37FXw5QGFN7uwwsLy8uAc0,Charlie Puth,217706,70,0.728,0.134,0.352
Into You,2016,63y6xWR4gXz7bnUGOk8iI6,Ariana Grande,244453,72,0.623,0.107,0.37
Gold,2016,5odlY52u43F5BjByhxg7wg,JVKE,209259,85,0.515,0.0322,0.153
Exchange,2016,43PuMrRfbyyuz4QpZ3oAwN,Bryson Tiller,194613,80,0.525,0.185,0.276
679,2016,5NQbUaeTEOGdD6hHcre0dZ,Fetty Wap,196693,75,0.618,0.318,0.603
Oui,2016,0PJIbOdMs3bd5AT8liULMQ,Jeremih,238320,77,0.418,0.0964,0.604
Hands to Myself,2016,1LoriJC05IrHIDwj3q0KC1,Selena Gomez,200680,67,0.811,0.118,0.466
2 Phones,2016,0wdKiSBUT7aZkXUIdJWcwC,Kevin Gates,240000,69,0.895,0.358,0.554
Starboy,2016,7MXVkk9YMctZqd1Srtv4MB,The Weeknd,230453,92,0.679,0.276,0.486
For Free,2016,5TqBAOIBe0bQA0spNdcG3k,DJ Khaled,183695,60,0.916,0.2,0.498
Never Be Like You,2016,5WI2ltQIdwgzf1SNE76JyR,Flume,234909,70,0.444,0.0602,0.296
In the Night,2016,25KybV9BOUlvcnv7nN3Pyo,The Weeknd,235653,77,0.505,0.0714,0.539
Me Too,2016,3yXFcbGxFn2au5q3pShkAe,Kevin Gates,202300,65,0.726,0.296,0.36
Ex's & Oh's,2016,70eDxAyAraNTiD6lx2ZEnH,Elle King,202173,73,0.612,0.085,0.446
Die a Happy Man,2016,5kNe7PE09d6Kvw5pAsx23n,Thomas Rhett,227426,74,0.595,0.0349,0.4
White Iverson,2016,6eT7xZZlB2mwyzJ2sUKG6w,Post Malone,256532,78,0.675,0.0352,0.309
Close,2016,7BKLCZ1jbUBVqRi2FVlTVw,The Chainsmokers,244960,85,0.748,0.0338,0.661
Unsteady,2016,7lGKEWMXVWWTt3X71Bv44I,X Ambassadors,193546,74,0.389,0.0644,0.199
Sucker for Pain,2016,4dASQiO1Eoo3RJvt74FtXB,Lil Wayne,243490,75,0.502,0.317,0.739
Down in the DM,2016,5w1vhNA2OEWUQ371QzyMmM,Yo Gotti,259072,61,0.791,0.0639,0.323
Luv,2016,16Ah4QqH4mgYVXqfC4mdSd,Tory Lanez,228640,68,0.539,0.252,0.252
Sorry,2016,09CtPGIpYB4BrO8qb1RGsF,Justin Bieber,200786,82,0.654,0.045,0.41
Can't Feel My Face,2016,22VdIZQfgXJea34mQxlt81,The Weeknd,213520,84,0.705,0.0425,0.583
Hymn for the Weekend,2016,3RiPr603aXAoi4GHyXx0uy,Coldplay,258266,84,0.491,0.0377,0.412
Say It,2016,2Gyc6e2cLxA5hoX1NOvYnU,Tory Lanez,237786,77,0.546,0.0583,0.247
Antidote,2016,1wHZx0LgzFHyeIZkUydNXq,Travis Scott,262693,74,0.713,0.032,0.131
Lost Boy,2016,4h0zU3O9R5xzuTmNO7dNDU,Ruth B.,275280,71,0.71,0.0534,0.348
Side to Side,2016,43bCmCI0nSgcT7QdMXY6LV,Ariana Grande,226160,68,0.65,0.229,0.613
"Sit Still, Look Pretty",2016,6ZtiywT2Qm50a1uR0jlY35,Daya,207761,74,0.846,0.108,0.717
Wildest Dreams,2016,59HjlYCeBsxdI0fcm3zglw,Taylor Swift,220440,75,0.554,0.0747,0.472
Middle,2016,2JvzF1RMd7lE3KmFlsyZD8,J. Cole,213593,83,0.837,0.276,0.463
On My Mind,2016,5a7NdkF09AfD0H607eiOkX,Ellie Goulding,213445,67,0.702,0.0543,0.743
Pop Style,2016,5mPSyjLatqB00IkPqRlbTE,Drake,212946,63,0.713,0.123,0.0594
When We Were Young,2016,7GgWAITsYJaRM3r50rfh5w,Adele,290900,75,0.376,0.0496,0.265
Hide Away,2016,7fPyCCiXVwbzPQ1MtoUChl,Daya,191368,67,0.884,0.0853,0.465
Lean On,2016,1Lim1Py7xBgbAkAys3AGAG,Major Lazer,176561,76,0.723,0.0625,0.274
I Know What You Did Last Summer,2016,2GyA33q5rti5IxkMQemRDH,Shawn Mendes,223853,73,0.687,0.0876,0.743
All the Way Up,2016,61QSuw5VlC0LTS8WMO356g,Fat Joe,191942,63,0.536,0.386,0.393
Watch Me,2016,5RIVoVdkDLEygELLCniZFr,Silentó,185142,66,0.821,0.121,0.962
Back to Sleep,2016,6dlpABcXrQKRU9G00i6Zba,Chris Brown,201253,65,0.647,0.243,0.721
No Limit,2016,2DQ1ITjI0YoLFzuADN1ZBW,G-Eazy,245386,70,0.838,0.244,0.405
Cut It,2016,376KnY4TrgBITxjlnbnmIy,O.T. Genasis,222600,57,0.875,0.0932,0.231
Really Really,2016,10I3CmmwT0BkOVhduDy53o,Kevin Gates,232093,70,0.762,0.0916,0.278
All In My Head (Flex),2016,7nD9nN3jord9wWcfW3Gkcm,Fifth Harmony,210573,63,0.689,0.053,0.755
Starving,2016,4Ce37cRWvM1vIGGynKcs22,Hailee Steinfeld,181880,75,0.728,0.0645,0.508
Adventure of a Lifetime,2016,69uxyAqqPIsUyTO8txoP2M,Coldplay,263786,79,0.638,0.036,0.53
Humble and Kind,2016,4Pn0JlCUusD2QHjADuOzuV,Tim McGraw,259266,70,0.355,0.0282,0.137
Wicked,2016,7w5AOd6HrDIHewHfpABEss,Chris Isaak,289066,80,0.663,0.0294,0.359
Tiimmy Turner,2016,3NJG6vMH1ZsectZkocMEm0,Desiigner,239853,67,0.603,0.0393,0.304
See You Again,2016,7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator",180386,91,0.558,0.0959,0.62
Perfect,2016,0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,263400,88,0.599,0.0232,0.168
Shape of You,2017,7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,233712,88,0.825,0.0802,0.931
Despacito,2017,6habFhsOp2NvshLv26DqMb,Luis Fonsi,229360,81,0.655,0.153,0.839
Thats what I like,2017,0KKkJNfGyhkQ5aFogxQAPU,Bruno Mars,206693,88,0.853,0.0406,0.86
Humble,2017,7KXjTSCq5nL1LoYtL7XAwS,Kendrick Lamar,177000,85,0.908,0.102,0.421
Something Just Like This,2017,6RUKPb4LETWmmr3iAEQktW,The Chainsmokers,247160,86,0.617,0.0317,0.446
Bad and Boujee,2017,0M9ydKzuF3oZTfYYPfaGX1,Migos,343150,74,0.926,0.244,0.168
Closer,2017,7BKLCZ1jbUBVqRi2FVlTVw,The Chainsmokers,244960,85,0.748,0.0338,0.661
Body Like A Back Road,2017,7FpBQ067pHB67deawpbbcY,Sam Hunt,162546,75,0.736,0.0316,0.65
Believer,2017,0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,204346,88,0.776,0.128,0.666
Congratulations,2017,3a1lNhkSLSkpJE4MSHpDu9,Post Malone,220293,83,0.63,0.0363,0.492
Say You Won't Let Go,2017,5uCax9HTNlzGybIStD3vDh,James Arthur,211466,87,0.358,0.059,0.494
I'm the One,2017,1jYiIOC5d6soxkJP81fxq2,DJ Khaled,288876,65,0.599,0.0367,0.817
XO Tour Llif3,2017,7GX5flRQZVHRAGd6B4TmDO,Lil Uzi Vert,182706,82,0.732,0.231,0.401
Mask Off,2017,0VgkVdmE4gld66l8iyGjgx,Future,204600,82,0.833,0.431,0.281
Unforgettable,2017,3B54sVLJ402zGa6Xm4YGNe,French Montana,233901,85,0.726,0.123,0.733
24K Magic,2017,6b8Be6ljOzmkOmFslEb23P,Bruno Mars,225983,81,0.818,0.0797,0.632
Stay,2017,789CxjEOtO76BVD1A9yJQH,Rihanna,240706,73,0.621,0.0283,0.125
Wild Thoughts,2017,45XhKYRRkyeqoW3teSOkCM,DJ Khaled,204664,69,0.613,0.0778,0.619
Black Beatles,2017,6fujklziTHa8uoM5OQSfIo,Rae Sremmurd,291893,76,0.794,0.0649,0.355
Starboy,2017,7MXVkk9YMctZqd1Srtv4MB,The Weeknd,230453,92,0.679,0.276,0.486
Location,2017,3yk7PJnryiJ8mAPqsrujzf,Playboi Carti,168783,80,0.717,0.2,0.371
Attention,2017,11xC6P3iKYpFThT6Ce1KdG,Doja Cat,277043,80,0.759,0.248,0.421
There's Nothing Holdin' Me Back,2017,7JJmb5XwzOO8jgpou264Ml,Shawn Mendes,199440,86,0.866,0.0554,0.969
Bodak Yellow,2017,6KBYefIoo7KydImq1uUQlL,Cardi B,223712,74,0.926,0.103,0.485
Redbone,2017,0WtDGnWL2KrMCk0mI1Gpwz,Childish Gambino,326933,84,0.745,0.0983,0.598
I Don't Wanna Live Forever,2017,10UF7Jqm5bprkKt6oi6dnX,Chilled Pig,164166,43,0.654,0.0482,0.167
It Ain't Me,2017,610z3fv4hqlH5eff9yBJTN,Kolby Cooper,268538,53,0.395,0.0304,0.239
iSpy,2017,2EEeOnHehOozLq4aS0n6SL,KYLE,253106,72,0.746,0.289,0.672
Issues,2017,7vu0JkJh0ldukEYbTVcqd0,Julia Michaels,176320,77,0.728,0.0639,0.455
Scars to Your Beautiful,2017,0wI7QkCcs8FUQE1OkXUIqd,Alessia Cara,230240,80,0.573,0.129,0.451
1-800-273-8255,2017,5tz69p7tJuGPeMGwNTxYuV,Logic,250173,77,0.62,0.0479,0.357
Slow Hands,2017,2cOUlop2ZakjOKe4WinesN,Niall Horan,188174,77,0.735,0.0464,0.848
Love on the Brain,2017,5oO3drDxtziYU2H1X23ZIp,Rihanna,224000,85,0.509,0.0471,0.378
I Feel It Coming,2017,3dhjNA0jGA8vHBQ1VdD6vV,The Weeknd,269186,81,0.773,0.118,0.585
Bounce Back,2017,0SGkqnVQo9KPytSri1H6cF,Big Sean,222360,69,0.78,0.139,0.273
Strip That Down,2017,4Ro98RCK90oHqqSZUnTFq5,Liam Payne,204502,67,0.874,0.0562,0.542
Fake Love,2017,343YBumqHu19cGoGARUTsd,Drake,210937,74,0.928,0.287,0.613
Don't Wanna Know,2017,1nueTG77MzNkJTKQ0ZdGzT,Maroon 5,214265,64,0.783,0.0696,0.418
Look What You Made Me Do,2017,1P17dC1amhFzptugyAO7Il,Taylor Swift,211853,85,0.766,0.123,0.506
Castle on the Hill,2017,6PCUP3dWmTjcTtXY02oFdT,Ed Sheeran,261153,80,0.461,0.0989,0.471
Bad Things,2017,1PSBzsahR2AKwLJgx8ehBj,Machine Gun Kelly,239293,72,0.697,0.146,0.305
Paris,2017,6tO5bxNnMuh1c3cziSpecA,$uicideboy$,111020,79,0.849,0.0835,0.195
Side to Side,2017,43bCmCI0nSgcT7QdMXY6LV,Ariana Grande,226160,68,0.65,0.229,0.613
Rockabye,2017,5knuzwU65gJK7IF5yJsuaW,Clean Bandit,251088,76,0.72,0.0523,0.742
Feel It Still,2017,6QgjcU0zLnzq5OrUoSZ3OK,Portugal. The Man,163253,80,0.801,0.0504,0.754
Let Me Love You,2017,0lYBSQXN6rCTvUZvg9S0lU,DJ Snake,205946,84,0.649,0.0349,0.163
Sorry Not Sorry,2017,410ZZP746AQeiywhKvXWCo,"Tyler, The Creator",206049,73,0.481,0.201,0.495
Bank Account,2017,5eqK0tbzUPo2SoeZsov04s,21 Savage,220306,78,0.884,0.35,0.376
Can't Stop the Feeling!,2017,1WkMMavIMc4JZ8cfMmxHkI,Justin Timberlake,237546,74,0.669,0.0682,0.7
Mi Gente,2017,7COfe3P7KgfwDwIRB8LIDw,J Balvin,185040,75,0.548,0.0777,0.288
Thunder,2017,1zB4vmk8tFRmM9UULNzbLB,Imagine Dragons,187146,87,0.605,0.0438,0.288
T-Shirt,2017,1rkfJLgTlB6XYNjgZ0sVaK,Migos,242407,68,0.865,0.217,0.486
Rake It Up,2017,4knL4iPxPOZjQzTUlELGSY,Yo Gotti,276333,66,0.91,0.344,0.53
Mercy,2017,0AS63m1wHv9n4VVRizK6Hc,Shawn Mendes,208733,81,0.555,0.0827,0.356
Tunnel Vision,2017,4Q3N4Ct4zCuIHuZ65E3BD4,Kodak Black,268186,73,0.497,0.294,0.231
Rockstar,2017,0e7ipj03S05BNilyu5bRzt,Post Malone,218146,85,0.585,0.0712,0.129
In Case You Didn't Know,2017,10M2Ex445zw585Ducldzkw,Brett Young,224853,75,0.607,0.0305,0.434
Heathens,2017,6i0V12jOa3mr6uu4WYhUBr,Twenty One Pilots,195920,82,0.732,0.0286,0.548
Now or Never,2017,7i2DJ88J7jQ8K7zqFX2fW8,Halsey,214801,65,0.67,0.0354,0.447
Caroline,2017,5hTpBe8h35rJ67eAWHQsJx,Aminé,209640,73,0.94,0.505,0.707
Rolex,2017,0pSBuHjILhNEo55xK1zrRt,Ayo & Teo,238586,72,0.804,0.04,0.789
DNA,2017,6HZILIRieu8S0iqY8kIKhj,Kendrick Lamar,185946,80,0.638,0.357,0.422
Juju on That Beat (TZ Anthem),2017,1lItf5ZXJc1by9SbPeljFd,Zay Hilfigerrr,144244,59,0.807,0.275,0.78
Swang,2017,6mapJIPnQ23RTAevUoE0DL,Rae Sremmurd,208120,75,0.681,0.0581,0.166
Passionfruit,2017,5mCPDVBb16L4XQwDdbRUpz,Drake,298940,86,0.809,0.0396,0.364
Loyalty,2017,6SwRhMLwNqEi6alNPVG00n,Kendrick Lamar,227360,78,0.658,0.0573,0.419
Praying,2017,0jdny0dhgjUwoIp5GkqEaA,Kesha,230266,70,0.543,0.0322,0.303
Goosebumps,2017,6gBFPUFcJLzWGx4lenP6h2,Travis Scott,243836,85,0.841,0.0484,0.43
Cold,2017,6ZxrUCaynLgKSUudACOTwj,Crossfade,194226,71,0.451,0.0368,0.618
Broccoli,2017,0qy5D3OJre7SPJNMOL9I71,DRAM,225205,66,0.886,0.132,0.708
Slide,2017,0nnwn7LWHCAu09jfuH1xTA,The Goo Goo Dolls,212066,73,0.395,0.0374,0.481
What Ifs,2017,7zVCrzzEJU7u24sbJPXA5W,Kane Brown,188253,74,0.612,0.0275,0.687
Chained to the Rhythm,2017,7qvxFz3JodM0A7xEM7k3YD,Katy Perry,237733,70,0.562,0.112,0.471
Feels,2017,0LtOwyZoSNZKJWHqjzADpW,Tame Impala,192960,76,0.303,0.0574,0.491
All Time Low,2017,0SuLAslEMFZAXf0SwY7syi,Jon Bellion,217603,66,0.617,0.0828,0.505
Hurricane,2017,6xHI9KjUjYT0FPtGO8Mxa1,Luke Combs,222533,79,0.464,0.0416,0.515
Too Good at Goodbyes,2017,1mXVgsBdtIVeCLJnSnmtdV,Sam Smith,201000,86,0.681,0.0432,0.476
Young Dumb & Broke,2017,5Z3GHaZ6ec9bsiI5BenrbY,Khalid,202546,81,0.799,0.0421,0.394
Magnolia,2017,1e1JKLEDKP7hEQzJfNAgPl,Playboi Carti,181812,81,0.791,0.286,0.443
Love Galore,2017,0q75NwOoFiARAVp4EXU4Bs,SZA,275080,78,0.795,0.0748,0.409
Drowning,2017,1f5cbQtDrykjarZVrShaDI,A Boogie Wit da Hoodie,209269,79,0.839,0.0568,0.814
Starving,2017,4Ce37cRWvM1vIGGynKcs22,Hailee Steinfeld,181880,75,0.728,0.0645,0.508
Both,2017,7mobUfp1aL8A6CdugCMWft,Tiësto,188000,78,0.69,0.0832,0.523
What About Us,2017,0Qh38w01QRXK6KHIv0e3hb,P!nk,269600,77,0.491,0.0506,0.193
Swalla,2017,6kex4EBAj0WHXDKZMEJaaF,Jason Derulo,216408,75,0.696,0.109,0.782
Slippery,2017,0TBgMKD86t1VP3IzhxCoUl,Migos,304041,69,0.92,0.263,0.749
Sign of the Times,2017,5Ohxk2dO5COHF1krpoPigN,Harry Styles,340706,84,0.516,0.0313,0.222
Water Under the Bridge,2017,4jL6WWKFDqCOPo2hC3VhSS,Adele,240439,72,0.59,0.0615,0.538
Malibu,2017,05IJ6El2pLxIcFNIAyR1JU,Feid,160773,0,0.767,0.0653,0.245
Down,2017,6cmm1LMvZdB5zsCwX5BjqE,Jay Sean,212506,79,0.727,0.0286,0.728
No Promises,2017,5lNuqFVMca4vPupY10cH0J,Cheat Codes,222786,59,0.739,0.162,0.58
Treat You Better,2017,3QGsuHI8jO1Rx4JWLUh9jd,Shawn Mendes,187973,86,0.444,0.341,0.747
I Get the Bag,2017,1XRgIKC5TPwo7nWGyKqgG0,Gucci Mane,233087,71,0.89,0.168,0.425
Small Town Boy,2017,2YMhrXQYKkm4kXLcXKKd5z,Dustin Lynch,205733,70,0.554,0.0287,0.673
Everyday We Lit,2017,3J8Q6aBhjpvao8BsBQ6H9Y,YFN Lucci,197170,59,0.758,0.113,0.589
Havana,2017,1rfofaqEpACxVEHIZBJe6W,Camila Cabello,217306,80,0.765,0.03,0.394
What Lovers Do,2017,2j5hsQvApottzvTn4pFJWF,Maroon 5,199849,67,0.799,0.0611,0.419
Do Re Mi,2017,6Se3x9ANMLv0dCDsjGmEjh,blackbear,212027,72,0.745,0.0524,0.17
Look at Me!,2017,7floNISpH8VF4z4459Qo18,XXXTENTACION,126345,81,0.763,0.282,0.349
The Fighter,2017,5OUSPcqhYTOzpbXzoEvKim,Keith Urban,184040,62,0.681,0.0525,0.761
God's Plan,2018,6DCZcSspjsKoFjzjrWoCdn,Drake,198973,86,0.754,0.109,0.357
Perfect,2018,0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,263400,88,0.599,0.0232,0.168
Meant to Be,2018,7iDa6hUg2VgEL1o1HjmfBn,Bebe Rexha,163870,75,0.643,0.0856,0.579
Havana,2018,1rfofaqEpACxVEHIZBJe6W,Camila Cabello,217306,80,0.765,0.03,0.394
Rockstar,2018,0e7ipj03S05BNilyu5bRzt,Post Malone,218146,85,0.585,0.0712,0.129
Psycho,2018,3swc6WTsr7rl9DqQKQA55C,Post Malone,221440,79,0.75,0.105,0.459
I Like It,2018,58q2HKrzhC3ozto2nDdN4z,Cardi B,253390,79,0.816,0.129,0.65
The Middle,2018,6GG73Jik4jUlQCkKg9JuGO,Jimmy Eat World,165853,83,0.643,0.0526,0.903
In My Feelings,2018,2G7V7zsVDxg1yRsu7Ew9RJ,Drake,217925,77,0.835,0.125,0.35
Girls Like You,2018,6V1bu6o1Yo5ZXnsCJU8Ovk,Maroon 5,235545,66,0.851,0.0505,0.448
Nice for What,2018,3CA9pLiwRIGtUBiMjbZmRw,Drake,210746,81,0.585,0.0707,0.758
Lucid Dreams,2018,285pBltuF7vW8TeWk8hdRR,Juice WRLD,239835,84,0.511,0.2,0.218
Better Now,2018,7dt6x5M1jzdTEt8oCbisTK,Post Malone,231266,82,0.68,0.04,0.341
Finesse,2018,2WP8G2pdddDmnh1xbfKBOI,Drake,182080,77,0.807,0.0581,0.299
Boo'd Up,2018,0At2qAoaVjIwWNAqrscXli,Ella Mai,256063,69,0.561,0.0531,0.235
New Rules,2018,2ekn2ttSfGqwhhate0LSR0,Dua Lipa,209320,82,0.762,0.0694,0.608
Sad!,2018,3ee8Jmje8o58CHK66QrVC2,XXXTENTACION,166605,82,0.74,0.145,0.473
Never Be the Same,2018,4eWQlBRaTjPPUlzacqEeoQ,Camila Cabello,226973,73,0.637,0.0747,0.243
Love Lies,2018,45Egmo7icyopuzJN0oMEdk,Khalid,201707,75,0.708,0.0449,0.338
No Tears Left to Cry,2018,2qT1uLXPVPzGgFOx4jtEuo,Ariana Grande,205920,78,0.699,0.0594,0.354
Mine,2018,7G0gBu6nLdhFDPRLc0HdDG,Taylor Swift,231706,83,0.646,0.0356,0.49
Thunder,2018,1zB4vmk8tFRmM9UULNzbLB,Imagine Dragons,187146,87,0.605,0.0438,0.288
Look Alive,2018,6HJ34Zyw6bg8yGm28AxLXf,BlocBoy JB,181414,73,0.918,0.322,0.611
Delicate,2018,6NFyWDv5CjfwuzoCkw47Xf,Taylor Swift,232253,86,0.75,0.0682,0.0499
Yes Indeed,2018,6vN77lE9LK6HP2DewaN6HZ,Lil Baby,142273,82,0.963,0.53,0.562
Friends,2018,2jQiSYrwJehQAcuaaQrXnS,Chase Atlantic,230010,82,0.422,0.0335,0.0911
Bad at Love,2018,7y9iMe8SOB6z3NoHE2OfXl,Halsey,181279,75,0.675,0.0296,0.612
Taste,2018,2toVe5hfuIi97ytDPDbQFt,Tyga,229210,74,0.866,0.151,0.359
Let You Down,2018,52okn5MNA47tk87PeZJLEL,NF,212120,81,0.662,0.121,0.464
No Limit,2018,2DQ1ITjI0YoLFzuADN1ZBW,G-Eazy,245386,70,0.838,0.244,0.405
Fefe,2018,1M6SuEJZJkZf2S419vIPkB,6ix9ine,179404,71,0.931,0.412,0.375
Tequila,2018,42fw0rxRO2xbesF6mJfd4Y,Dan + Shay,196746,73,0.489,0.0281,0.494
Feel It Still,2018,6QgjcU0zLnzq5OrUoSZ3OK,Portugal. The Man,163253,80,0.801,0.0504,0.754
MotorSport,2018,4wFjTWCunQFKtukqrNijEt,Migos,303076,71,0.904,0.183,0.188
I Like Me Better,2018,0EcQcdcbQeVJn9fknj44Be,Lauv,197436,83,0.753,0.255,0.419
Youngblood,2018,2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,203417,82,0.596,0.463,0.152
Whatever It Takes,2018,6Qn5zhYkTa37e91HC1D7lb,Imagine Dragons,201240,83,0.672,0.0311,0.556
Ric Flair Drip,2018,7sO5G9EABYOXQKNPNiE9NR,Offset,172800,84,0.88,0.206,0.333
I Fall Apart,2018,75ZvA4QfFiZvzhj2xkaWAh,Post Malone,223346,80,0.556,0.0382,0.291
Pray for Me,2018,6huNf4dutXRjJyGn7f5BPS,The Weeknd,211420,79,0.732,0.0886,0.196
Back to You,2018,4hQ6UGyWQIGJmHSo0J88JW,Selena Gomez,207904,76,0.601,0.0486,0.508
Sicko Mode,2018,2xLMifQCjDGFmkHkpNLD9h,Travis Scott,312820,85,0.834,0.222,0.446
Walk It Talk It,2018,6n4U3TlzUGhdSFbUUhTvLP,Migos,276147,75,0.907,0.184,0.395
Gucci Gang,2018,43ZyHQITOjhciSUUNPVRHc,Lil Pump,124055,64,0.936,0.0597,0.699
Him & I,2018,5k38wzpLb15YgncyWdTZE4,G-Eazy,268866,79,0.589,0.0868,0.191
In My Blood,2018,2QZ7WLBE8h2y1Y5Fb8RYbH,Shawn Mendes,211360,74,0.622,0.066,0.487
All the Stars,2018,3GCdLUSnKSMJhs4Tj6CV3s,Kendrick Lamar,232186,85,0.698,0.0597,0.552
Stir Fry,2018,2UVbBKQOdFAekPTRsnkzcf,Migos,190288,76,0.817,0.269,0.508
Too Good at Goodbyes,2018,1mXVgsBdtIVeCLJnSnmtdV,Sam Smith,201000,86,0.681,0.0432,0.476
Love,2018,26QLJMK8G0M06sk7h7Fkse,Olivia Rodrigo,154516,87,0.52,0.0968,0.677
This Is America,2018,0b9oOr2ZgvyQu88wzixux9,Childish Gambino,225773,70,0.854,0.137,0.549
Nonstop,2018,0TlLq3lA83rQOYtrqBqSct,Drake,238614,80,0.912,0.123,0.423
Heaven,2018,1HXy5I3HTWq8OvxCn0z7G7,Kane Brown,179506,74,0.677,0.0306,0.521
Bodak Yellow,2018,6KBYefIoo7KydImq1uUQlL,Cardi B,223712,74,0.926,0.103,0.485
Freaky Friday,2018,10Igtw8bSDyyFs7KIsKngZ,Lil Dicky,216631,70,0.755,0.224,0.755
Gummo,2018,4HbiCvH1R7mVOJ7KY7JQBD,6ix9ine,157643,62,0.66,0.172,0.635
Plug Walk,2018,1ZAyjvIk9YiD76yYy0TEG6,Rich The Kid,175229,71,0.876,0.143,0.158
Wait,2018,59nOXPmaKlBfGMDeOVGrIK,Future,189893,85,0.463,0.34,0.339
Be Careful,2018,2Yl4OmDby9iitgNWZPwxkd,Cardi B,210787,69,0.82,0.411,0.535
Wolves,2018,7yyRhjoCsdt5dDpFz2CImD,Bryan Martin,163871,72,0.637,0.0425,0.518
Bartier Cardi,2018,0dIoGTQXDh1wVnhIiSyYEa,Cardi B,224284,64,0.908,0.181,0.109
God Is a Woman,2018,5OCJzvD7sykQEKHH7qAC3C,Ariana Grande,197546,78,0.602,0.0558,0.268
Big Bank,2018,0ZNrc4kNeQYD9koZ3KvCsy,YG,237240,65,0.745,0.331,0.112
Sorry Not Sorry,2018,410ZZP746AQeiywhKvXWCo,"Tyler, The Creator",206049,73,0.481,0.201,0.495
How Long,2018,6wmAHw1szh5RCKSRjiXhPe,Charlie Puth,200853,75,0.845,0.0778,0.811
Lights Down Low,2018,5A6BJLZArq1MPjsnmcuk5f,MAX,223846,62,0.623,0.0338,0.594
Young Dumb & Broke,2018,5Z3GHaZ6ec9bsiI5BenrbY,Khalid,202546,81,0.799,0.0421,0.394
One Kiss,2018,7ef4DlsgrMEH11cDZd32M6,Calvin Harris,214846,86,0.791,0.11,0.592
Natural,2018,2FY7b99s15jUprqC0M5NCT,Imagine Dragons,189466,82,0.704,0.0409,0.22
You Make It Easy,2018,6EGAfJaLUFzhS4zRBIEQ2J,Jason Aldean,196800,73,0.375,0.0315,0.406
Shape of You,2018,7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,233712,88,0.825,0.0802,0.931
I Get the Bag,2018,1XRgIKC5TPwo7nWGyKqgG0,Gucci Mane,233087,71,0.89,0.168,0.425
No Brainer,2018,5WvAo7DNuPRmk4APhdPzi8,DJ Khaled,260000,65,0.552,0.342,0.639
Plain Jane,2018,4dVpf9jZjcORqGTLUaeYj9,A$AP Ferg,173600,75,0.797,0.275,0.52
Sky Walker,2018,5WoaF1B5XIEnWfmb5NZikf,Miguel,259333,73,0.674,0.0434,0.183
Marry Me,2018,0OWZFobGSIW9GrSlQ9C5pc,Thomas Rhett,205453,69,0.333,0.029,0.474
Eastside,2018,7FGq80cy8juXBCD2nrqdWU,benny blanco,170769,80,0.632,0.243,0.329
Call Out My Name,2018,09mEdoA6zrmBPgTEN5qXmN,The Weeknd,228373,87,0.461,0.0356,0.175
King's Dead,2018,51rXHuKN8Loc4sUlKPODgH,Jay Rock,229670,71,0.645,0.299,0.376
Happier,2018,2tGvwE8GcFKwNdAXMnlbfl,Olivia Rodrigo,175933,86,0.395,0.133,0.338
Te Boté,2018,3V8UKqhEK5zBkBb6d6ub8i,Nio Garcia,417920,76,0.903,0.214,0.442
Simple,2018,1ju7EsSGvRybSNEsRvc7qY,Lynyrd Skynyrd,356626,75,0.422,0.0449,0.403
Lemon,2018,7hxHWCCAIIxFLCzvDgnQHX,Internet Money,195428,76,0.8,0.079,0.462
1-800-273-8255,2018,5tz69p7tJuGPeMGwNTxYuV,Logic,250173,77,0.62,0.0479,0.357
Say Something,2018,6Vc5wAMmXdKIAM7WUoEb7N,A Great Big World,229400,74,0.407,0.0355,0.0765
I'm Upset,2018,3qN5qMTKyEEmiTZD38BNTT,Drake,214466,69,0.899,0.343,0.492
Get Along,2018,6n6OQfBpCgzF9oEg8zhBN7,Kenny Chesney,199625,69,0.632,0.0503,0.35
Moonlight,2018,0JmnkIqdlnUzPaf8sqBRs3,Kali Uchis,187723,85,0.642,0.052,0.896
What Lovers Do,2018,2j5hsQvApottzvTn4pFJWF,Maroon 5,199849,67,0.799,0.0611,0.419
X,2018,7GX5flRQZVHRAGd6B4TmDO,Lil Uzi Vert,182706,82,0.732,0.231,0.401
Outside Today,2018,3sA7HKGzcKTVscdiTCrWpX,YoungBoy Never Broke Again,129105,70,0.851,0.0694,0.0585
Trip,2018,6CTWathupIiDs7U4InHnDA,Ella Mai,213993,75,0.477,0.144,0.358
Dura,2018,0oVuE4J4qZWvaCsVKDSdFo,Daddy Yankee,200480,1,0.783,0.051,0.838
